Action,Campaign status,Campaign,Campaign type,Networks,Budget,Budget type,Bid strategy type,Language,Location
Add,Paused,SG Поиск Бишкек,Search,Google search,13.72,Daily,Maximize clicks,ru;ky;en,"Bishkek, Kyrgyzstan"
